case,document_nr,document_name,document_href,text,log,,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"759.With regard to the allegation of the failure to respond or follow-up of the relevant bodies and authorities of the Mexican State, the Government reports that: (i) on 15 May 2017, Ms聽Araceli L贸pez Mungu铆a and Ms Mar铆a Irma Flores N煤帽ez personally requested advice from PROFEDET, which provided them with legal guidance on labour matters and asked them for data and documents to analyse the case; however, the applicants did not return; (ii)聽the National Human Rights Commission indicated that,","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"with regard to the written complaint dated 1 June 2017 presented by various members of SUNITEL, for violations of their human rights, its analysis of the case revealed that the labour dispute was between LINCONSA and SUNITEL, it therefore stated that it did not have jurisdiction over the case under the law and advised SUNITEL to approach PROFEDET or the enterprise鈥檚 internal supervisory body as the bodies competent to conduct the relevant investigation; (iii) the Presidential General Directorate","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"for Citizens鈥?Assistance reported that it had received the written complaints of 25 May and 29 June 2017, and forwarded them to the competent bodies, which responded; (iv) the general director of the enterprise stated that he had not received the request for information from the trade union committee alleged by the complainant organization, stating that there is no proof of receipt of the document and adding that there is no trade union committee for women workers; (v) with regard to the request","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"made on 16 May 2017 to the Transparency Committee of the Ministry of Public Service, the request was granted in accordance with the law and the applicant was informed that requested information did not exist; and (vi)聽the enterprise stated that it had not received any written documentation with a description by the complainant organization of the events relating to harassment at work, which the complainant organization also stated were sent to the Ministry of the Interior, the Ministry of Social","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"Development and the President of the Republic. In light of the above, the Government considers that all the requests made by the complainant organization were duly dealt with by the relevant authorities.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"760.The Government indicates that the Chairperson of the JFCA reported the existence of labour complaint No. 323/2017 filed under the names L贸pez Hern谩ndez and Leticia et al. with the Sixth Special Board of the JFCA, which is in the conciliation, complaint and exceptions stage. The judicial proceedings are ongoing. The Government indicates that the outcome of the proceedings for unjustified dismissal will be respected.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"761.The Government reports that, with regard to the meeting request sent by FROC to the legal representative of the enterprise with a view to finding a joint solution to the dispute, the聽enterprise indicates that there is no dispute to be resolved with the members of the聽complainant organization, stating that these individuals are still members of SINDILAC CTM and have not left that union and that the channels of communication with union members are via their legitimate union representatives in","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],the enterprise. The enterprise also indicated that the conflict is inter-union in nature.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"762.The Government concludes by requesting the Committee to take into account the bias of the complainant organization鈥檚 statements, given that this organization has been recognized by the Mexican State, with respect for all its rights of freedom of association and the provision of support, advice, attention and timely responses to the requests made by the complainant organization, together with the resolution of the labour disputes in an impartial and fair manner by State institutions. The","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"Government reaffirms that, given the individual nature of one conflict and the inter-union nature of the other, their resolution within the trade union movement is the sole responsibility of the parties concerned.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"763.The Committee notes that, in this complaint, the complainant organization alleges that it has been subjected to acts of anti-union discrimination, including, inter alia, unjustified dismissal, suspension of wages and other benefits payments, harassment and intimidation and unilateral transfers of workplace; as well as the failure of the enterprise and the majority union to recognize SUNITEL as a newly established minority union.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"764.With regard to the proceedings to which the complainant organization objects, the Committee notes the Government鈥檚 indications that on 12 April 2016 legal proceedings were initiated by SUNITEL, in which the decision of 4 April 2017 was overturned in favour of the enterprise and SINDILAC-CTM. The decision deemed the complainant organization鈥檚 claims to be invalid since the organization did not have the right to request the annulment and removal of certain clauses of the collective labour","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"agreement on the grounds that they granted excessive privileges to the titular trade union (SINDILAC-CTM), and recalled that, in accordance with section 388 of the LFT, when an enterprise has more than one trade union, the majority union shall have the exclusive power to negotiate and administer the collective agreement concluded with the enterprise, with the minority trade unions maintaining the right to defend the professional interests of their members and to be their spokespersons, inter","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"alia. The Government notes that the administrative injunction submitted to the President of the JFCA to re establish the labour relations between SUNITEL, SINDILAC-CTM and the enterprise was addressed through an agreement of 22聽February 2018, which ruled that it was inadmissible. The Government adds that the direct appeal for the protection of constitutional rights lodged by the complainant organization was also dismissed. The Committee also takes due note of the Government鈥檚 indications that","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"the previous proceedings before the JFCA and the Collegiate Labour Circuit Court did not involve a claim for title to the collective agreement, as the complainant organization asserts (in the light of the information provided by the Government and the complainant organization, it is noted that proof of the workers鈥?vote count 鈥?a central element of any claim for title to a collective contract 鈥?was not requested at the trial).","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"765.The Committee notes that, as the Government indicates, part of the complaint concerns an inter-union conflict between the complainant organization and the union that holds the bargaining rights to the collective labour agreement. Since disputes within the trade union movement are outside its competence, the Committee will not pursue its examination of the allegations relating to this conflict.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"766.With regard to the allegations of anti-union discrimination by the enterprise:(a)   as to the allegations of transfers to different workplaces starting in December 2014 (when the union allegedly informed the enterprise of its establishment), the Committee notes that the Government denies these allegations and explains that not only members of the complainant union were assigned to the federal Government鈥檚 鈥淣ational crusade against hunger鈥?campaign, under the provisions of the individual","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
Case No 3291 (Mexico),23-May-17,the Single National Independent Union of LICONSA Workers in the Mexican Republic (SUNITEL),['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199'],"employment contracts. In this regard, the Committee notes that there are discrepancies with the complainant organization鈥檚 account. In the case of Mr Alfredo Celedonio Flores N煤帽ez, the Committee takes due note of the Government鈥檚 indications that he was not transferred to the Toluca plant and the payslips which indicate that he is still assigned to the southern metropolitan management work centre;(b)    with regard to the allegations of suspension of payments to Ms Araceli L贸pez Mungu铆a, Ms","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:4059199, response status: 200",,,
